TYPE,NAME,CONTEXT,LANGUAGE,FILE,LINE_NUMBER,SPLIT_IDENTIFIER,GRAMMAR_PATTERN,IDENTIFIER_ID,POSITION,NORMALIZED_POSITION,CONTEXT_NUMBER,WORD,CORRECT_TAG
guchar,default,PARAMETER,C,{'gimp.srcml.xml_identifiers'},,default,N,2396,0,0,5,default,N
AutoConstantEntry,default Auto Entry,PARAMETER,C++,{'ogre.srcml.xml_identifiers'},,default Auto Entry,NM NM N,2397,0,0,5,default,NM
AutoConstantEntry,default Auto Entry,PARAMETER,C++,{'ogre.srcml.xml_identifiers'},,default Auto Entry,NM NM N,2397,1,1,5,auto,NM
AutoConstantEntry,default Auto Entry,PARAMETER,C++,{'ogre.srcml.xml_identifiers'},,default Auto Entry,NM NM N,2397,2,2,5,entry,N
Matx,default mat x,PARAMETER,C++,{'opencv.srcml.xml_identifiers'},,default mat x,NM NM N,2398,0,0,5,default,NM
Matx,default mat x,PARAMETER,C++,{'opencv.srcml.xml_identifiers'},,default mat x,NM NM N,2398,1,1,5,mat,NM
Matx,default mat x,PARAMETER,C++,{'opencv.srcml.xml_identifiers'},,default mat x,NM NM N,2398,2,2,5,x,N
bool,default open,PARAMETER,C,{'bullet3.srcml.xml_identifiers'},,default open,NM N,2399,0,0,5,default,NM
bool,default open,PARAMETER,C,{'bullet3.srcml.xml_identifiers'},,default open,NM N,2399,1,2,5,open,N
String,default Role,PARAMETER,Java,{'jenkins.srcml.xml_identifiers'},,default Role,NM N,2400,0,0,5,default,NM
String,default Role,PARAMETER,Java,{'jenkins.srcml.xml_identifiers'},,default Role,NM N,2400,1,2,5,role,N
AbstractCoreLabel,dep H,PARAMETER,Java,{'corenlp.srcml.xml_identifiers'},,dep H,NM N,2401,0,0,5,dep,NM
AbstractCoreLabel,dep H,PARAMETER,Java,{'corenlp.srcml.xml_identifiers'},,dep H,NM N,2401,1,2,5,h,N
dimension2d,desktop Size,PARAMETER,C++,{'irrlicht.srcml.xml_identifiers'},,desktop Size,NM N,2402,0,0,5,desktop,NM
dimension2d,desktop Size,PARAMETER,C++,{'irrlicht.srcml.xml_identifiers'},,desktop Size,NM N,2402,1,2,5,size,N
GimpVector2,dest points,PARAMETER,C,{'gimp.srcml.xml_identifiers'},,dest points,NM NPL,2403,0,0,5,dest,NM
GimpVector2,dest points,PARAMETER,C,{'gimp.srcml.xml_identifiers'},,dest points,NM NPL,2403,1,2,5,points,NPL
gboolean,destroy with parent,PARAMETER,C,{'gimp.srcml.xml_identifiers'},,destroy with parent,V P N,2404,0,0,5,destroy,V
gboolean,destroy with parent,PARAMETER,C,{'gimp.srcml.xml_identifiers'},,destroy with parent,V P N,2404,1,1,5,with,P
gboolean,destroy with parent,PARAMETER,C,{'gimp.srcml.xml_identifiers'},,destroy with parent,V P N,2404,2,2,5,parent,N
Real,discount Factor,PARAMETER,C++,{'QuantLib.srcml.xml_identifiers'},,discount Factor,NM N,2405,0,0,5,discount,NM
Real,discount Factor,PARAMETER,C++,{'QuantLib.srcml.xml_identifiers'},,discount Factor,NM N,2405,1,2,5,factor,N
DisposeType,dispose,PARAMETER,C,{'gimp.srcml.xml_identifiers'},,dispose,N,2406,0,0,5,dispose,N
bool,do Caps,PARAMETER,C++,{'QuantLib.srcml.xml_identifiers'},,do Caps,V NPL,2407,0,0,5,do,V
bool,do Caps,PARAMETER,C++,{'QuantLib.srcml.xml_identifiers'},,do Caps,V NPL,2407,1,2,5,caps,NPL
DockWidgetArea,docking Area,PARAMETER,C++,{'kdevelop.srcml.xml_identifiers'},,docking Area,NM N,2408,0,0,5,docking,NM
DockWidgetArea,docking Area,PARAMETER,C++,{'kdevelop.srcml.xml_identifiers'},,docking Area,NM N,2408,1,2,5,area,N
int,down sample,PARAMETER,C,{'Telegram.srcml.xml_identifiers'},,down sample,NM N,2409,0,0,5,down,NM
int,down sample,PARAMETER,C,{'Telegram.srcml.xml_identifiers'},,down sample,NM N,2409,1,2,5,sample,N
String,driver Type Name,PARAMETER,C++,{'ogre.srcml.xml_identifiers'},,driver Type Name,NM NM N,2410,0,0,5,driver,NM
String,driver Type Name,PARAMETER,C++,{'ogre.srcml.xml_identifiers'},,driver Type Name,NM NM N,2410,1,1,5,type,NM
String,driver Type Name,PARAMETER,C++,{'ogre.srcml.xml_identifiers'},,driver Type Name,NM NM N,2410,2,2,5,name,N
OutputArray,dst map 2,PARAMETER,C++,{'opencv.srcml.xml_identifiers'},,dst map 2,NM N D,2411,0,0,5,dst,NM
OutputArray,dst map 2,PARAMETER,C++,{'opencv.srcml.xml_identifiers'},,dst map 2,NM N D,2411,1,1,5,map,N
OutputArray,dst map 2,PARAMETER,C++,{'opencv.srcml.xml_identifiers'},,dst map 2,NM N D,2411,2,2,5,2,D
bool,echo path change,PARAMETER,C,{'Telegram.srcml.xml_identifiers'},,echo path change,V NM N,2412,0,0,5,echo,V
bool,echo path change,PARAMETER,C,{'Telegram.srcml.xml_identifiers'},,echo path change,V NM N,2412,1,1,5,path,NM
bool,echo path change,PARAMETER,C,{'Telegram.srcml.xml_identifiers'},,echo path change,V NM N,2412,2,2,5,change,N
unsigned,Edit Length,PARAMETER,C++,{'swift.srcml.xml_identifiers'},,Edit Length,NM N,2413,0,0,5,edit,NM
unsigned,Edit Length,PARAMETER,C++,{'swift.srcml.xml_identifiers'},,Edit Length,NM N,2413,1,2,5,length,N
List,encoded Values,PARAMETER,Java,{'okhttp.srcml.xml_identifiers'},,encoded Values,NM N,2414,0,0,5,encoded,NM
List,encoded Values,PARAMETER,Java,{'okhttp.srcml.xml_identifiers'},,encoded Values,NM N,2414,1,2,5,values,N
ImmutableTextSnapshotRef,End Snapshot,PARAMETER,C++,{'swift.srcml.xml_identifiers'},,End Snapshot,NM N,2415,0,0,5,end,NM
ImmutableTextSnapshotRef,End Snapshot,PARAMETER,C++,{'swift.srcml.xml_identifiers'},,End Snapshot,NM N,2415,1,2,5,snapshot,N
String,env Name,PARAMETER,Java,{'antlr4.srcml.xml_identifiers'},,env Name,NM N,2416,0,0,5,env,NM
String,env Name,PARAMETER,Java,{'antlr4.srcml.xml_identifiers'},,env Name,NM N,2416,1,2,5,name,N
Real,EPS,PARAMETER,C++,{'QuantLib.srcml.xml_identifiers'},,EPS,N,2417,0,0,5,eps,N
T,err ret,PARAMETER,C++,{'Telegram.srcml.xml_identifiers'},,err ret,NM N,2418,0,0,5,err,NM
T,err ret,PARAMETER,C++,{'Telegram.srcml.xml_identifiers'},,err ret,NM N,2418,1,2,5,ret,N
ESetTextureActive,esa,PARAMETER,C,{'irrlicht.srcml.xml_identifiers'},,esa,N,2419,0,0,5,esa,N
int,excess Workload,PARAMETER,Java,{'jenkins.srcml.xml_identifiers'},,excess Workload,NM N,2420,0,0,5,excess,NM
int,excess Workload,PARAMETER,Java,{'jenkins.srcml.xml_identifiers'},,excess Workload,NM N,2420,1,2,5,workload,N
path,existing symlink,PARAMETER,C++,{'grpc.srcml.xml_identifiers'},,existing symlink,NM N,2421,0,0,5,existing,NM
path,existing symlink,PARAMETER,C++,{'grpc.srcml.xml_identifiers'},,existing symlink,NM N,2421,1,2,5,symlink,N
Real,f Tolerance,PARAMETER,C++,{'ogre.srcml.xml_identifiers'},,f Tolerance,NM N,2422,0,0,5,f,NM
Real,f Tolerance,PARAMETER,C++,{'ogre.srcml.xml_identifiers'},,f Tolerance,NM N,2422,1,2,5,tolerance,N
FileChannel,file Channel,PARAMETER,Java,{'okhttp.srcml.xml_identifiers'},,file Channel,NM N,2423,0,0,5,file,NM
FileChannel,file Channel,PARAMETER,Java,{'okhttp.srcml.xml_identifiers'},,file Channel,NM N,2423,1,2,5,channel,N
Response,final Response,PARAMETER,Java,{'elasticsearch.srcml.xml_identifiers'},,final Response,NM N,2424,0,0,5,final,NM
Response,final Response,PARAMETER,Java,{'elasticsearch.srcml.xml_identifiers'},,final Response,NM N,2424,1,2,5,response,N
int,fine priority,PARAMETER,C,{'Telegram.srcml.xml_identifiers'},,fine priority,NM N,2425,0,0,5,fine,NM
int,fine priority,PARAMETER,C,{'Telegram.srcml.xml_identifiers'},,fine priority,NM N,2425,1,2,5,priority,N
gchar,first type label,PARAMETER,C,{'gimp.srcml.xml_identifiers'},,first type label,NM NM N,2426,0,0,5,first,NM
gchar,first type label,PARAMETER,C,{'gimp.srcml.xml_identifiers'},,first type label,NM NM N,2426,1,1,5,type,NM
gchar,first type label,PARAMETER,C,{'gimp.srcml.xml_identifiers'},,first type label,NM NM N,2426,2,2,5,label,N
Pair,flags Classifier Pair,PARAMETER,Java,{'corenlp.srcml.xml_identifiers'},,flags Classifier Pair,NM NM N,2427,0,0,5,flags,NM
Pair,flags Classifier Pair,PARAMETER,Java,{'corenlp.srcml.xml_identifiers'},,flags Classifier Pair,NM NM N,2427,1,1,5,classifier,NM
Pair,flags Classifier Pair,PARAMETER,Java,{'corenlp.srcml.xml_identifiers'},,flags Classifier Pair,NM NM N,2427,2,2,5,pair,N
vector,folder Names,PARAMETER,C++,{'openFrameworks.srcml.xml_identifiers'},,folder Names,NM NPL,2428,0,0,5,folder,NM
vector,folder Names,PARAMETER,C++,{'openFrameworks.srcml.xml_identifiers'},,folder Names,NM NPL,2428,1,2,5,names,NPL
bool,force Direct,PARAMETER,C++,{'kdevelop.srcml.xml_identifiers'},,force Direct,V N,2429,0,0,5,force,V
bool,force Direct,PARAMETER,C++,{'kdevelop.srcml.xml_identifiers'},,force Direct,V N,2429,1,2,5,direct,N
opusint16[],frame,PARAMETER,C,{'Telegram.srcml.xml_identifiers'},,frame,N,2430,0,0,5,frame,N
float[],frame pixel coords,PARAMETER,C,{'blender.srcml.xml_identifiers'},,frame pixel coords,NM NM NPL,2431,0,0,5,frame,NM
float[],frame pixel coords,PARAMETER,C,{'blender.srcml.xml_identifiers'},,frame pixel coords,NM NM NPL,2431,1,1,5,pixel,NM
float[],frame pixel coords,PARAMETER,C,{'blender.srcml.xml_identifiers'},,frame pixel coords,NM NM NPL,2431,2,2,5,coords,NPL
boolean,from Server,PARAMETER,Java,{'Telegram.srcml.xml_identifiers'},,from Server,P N,2432,0,0,5,from,P
boolean,from Server,PARAMETER,Java,{'Telegram.srcml.xml_identifiers'},,from Server,P N,2432,1,2,5,server,N
gchar,full path,PARAMETER,C,{'gimp.srcml.xml_identifiers'},,full path,NM N,2433,0,0,5,full,NM
gchar,full path,PARAMETER,C,{'gimp.srcml.xml_identifiers'},,full path,NM N,2433,1,2,5,path,N
InputArray,Func,PARAMETER,C++,{'opencv.srcml.xml_identifiers'},,Func,N,2434,0,0,5,func,N
Real,gauss Lobatto Eps,PARAMETER,C++,{'QuantLib.srcml.xml_identifiers'},,gauss Lobatto Eps,NM NM N,2435,0,0,5,gauss,NM
Real,gauss Lobatto Eps,PARAMETER,C++,{'QuantLib.srcml.xml_identifiers'},,gauss Lobatto Eps,NM NM N,2435,1,1,5,lobatto,NM
Real,gauss Lobatto Eps,PARAMETER,C++,{'QuantLib.srcml.xml_identifiers'},,gauss Lobatto Eps,NM NM N,2435,2,2,5,eps,N
Method,get Protocol Method,PARAMETER,Java,{'okhttp.srcml.xml_identifiers'},,get Protocol Method,NM NM N,2436,0,0,5,get,NM
Method,get Protocol Method,PARAMETER,Java,{'okhttp.srcml.xml_identifiers'},,get Protocol Method,NM NM N,2436,1,1,5,protocol,NM
Method,get Protocol Method,PARAMETER,Java,{'okhttp.srcml.xml_identifiers'},,get Protocol Method,NM NM N,2436,2,2,5,method,N
String,group Role Attribute,PARAMETER,Java,{'jenkins.srcml.xml_identifiers'},,group Role Attribute,NM NM N,2437,0,0,5,group,NM
String,group Role Attribute,PARAMETER,Java,{'jenkins.srcml.xml_identifiers'},,group Role Attribute,NM NM N,2437,1,1,5,role,NM
String,group Role Attribute,PARAMETER,Java,{'jenkins.srcml.xml_identifiers'},,group Role Attribute,NM NM N,2437,2,2,5,attribute,N
string,grouping,PARAMETER,C++,{'grpc.srcml.xml_identifiers'},,grouping,N,2438,0,0,5,grouping,N
QPointF,handle Pos,PARAMETER,C++,{'calligra.srcml.xml_identifiers'},,handle Pos,NM N,2439,0,0,5,handle,NM
QPointF,handle Pos,PARAMETER,C++,{'calligra.srcml.xml_identifiers'},,handle Pos,NM N,2439,1,2,5,pos,N
FastVectorHighlighter,highlighter,PARAMETER,Java,{'elasticsearch.srcml.xml_identifiers'},,highlighter,N,2440,0,0,5,highlighter,N
HtmlFile,html File,PARAMETER,C++,{'calligra.srcml.xml_identifiers'},,html File,NM N,2441,0,0,5,html,NM
HtmlFile,html File,PARAMETER,C++,{'calligra.srcml.xml_identifiers'},,html File,NM N,2441,1,2,5,file,N
int,http2 Error Code,PARAMETER,Java,{'okhttp.srcml.xml_identifiers'},,http2 Error Code,NM NM N,2442,0,0,5,http2,NM
int,http2 Error Code,PARAMETER,Java,{'okhttp.srcml.xml_identifiers'},,http2 Error Code,NM NM N,2442,1,1,5,error,NM
int,http2 Error Code,PARAMETER,Java,{'okhttp.srcml.xml_identifiers'},,http2 Error Code,NM NM N,2442,2,2,5,code,N
IllegalArgumentException,i ar e,PARAMETER,Java,{'junit4.srcml.xml_identifiers'},,i ar e,NM NM N,2443,0,0,5,i,NM
IllegalArgumentException,i ar e,PARAMETER,Java,{'junit4.srcml.xml_identifiers'},,i ar e,NM NM N,2443,1,1,5,ar,NM
IllegalArgumentException,i ar e,PARAMETER,Java,{'junit4.srcml.xml_identifiers'},,i ar e,NM NM N,2443,2,2,5,e,N
SILDeclRef,i var Initializer,PARAMETER,C++,{'swift.srcml.xml_identifiers'},,i var Initializer,NM NM N,2444,0,0,5,i,NM
SILDeclRef,i var Initializer,PARAMETER,C++,{'swift.srcml.xml_identifiers'},,i var Initializer,NM NM N,2444,1,1,5,var,NM
SILDeclRef,i var Initializer,PARAMETER,C++,{'swift.srcml.xml_identifiers'},,i var Initializer,NM NM N,2444,2,2,5,initializer,N
long,id A,PARAMETER,Java,{'jenkins.srcml.xml_identifiers'},,id A,NM N,2445,0,0,5,id,NM
long,id A,PARAMETER,Java,{'jenkins.srcml.xml_identifiers'},,id A,NM N,2445,1,2,5,a,N
Grammar,import G,PARAMETER,Java,{'antlr4.srcml.xml_identifiers'},,import G,NM N,2446,0,0,5,import,NM
Grammar,import G,PARAMETER,Java,{'antlr4.srcml.xml_identifiers'},,import G,NM N,2446,1,2,5,g,N
wchart,in,PARAMETER,C++,{'bullet3.srcml.xml_identifiers'},,in,N,2447,0,0,5,in,N
float,in buffer,PARAMETER,C,{'openFrameworks.srcml.xml_identifiers'},,in buffer,NM N,2448,0,0,5,in,NM
float,in buffer,PARAMETER,C,{'openFrameworks.srcml.xml_identifiers'},,in buffer,NM N,2448,1,2,5,buffer,N
boolean,inbound,PARAMETER,Java,{'okhttp.srcml.xml_identifiers'},,inbound,NM,2449,0,0,5,inbound,NM
int,index Tensor,PARAMETER,C++,{'opencv.srcml.xml_identifiers'},,index Tensor,NM N,2450,0,0,5,index,NM
int,index Tensor,PARAMETER,C++,{'opencv.srcml.xml_identifiers'},,index Tensor,NM N,2450,1,2,5,tensor,N
Radian,inner Angle,PARAMETER,C++,{'ogre.srcml.xml_identifiers'},,inner Angle,NM N,2451,0,0,5,inner,NM
Radian,inner Angle,PARAMETER,C++,{'ogre.srcml.xml_identifiers'},,inner Angle,NM N,2451,1,2,5,angle,N
QString,institution,PARAMETER,C++,{'calligra.srcml.xml_identifiers'},,institution,N,2452,0,0,5,institution,N
string,int Hex String,PARAMETER,C++,{'openFrameworks.srcml.xml_identifiers'},,int Hex String,NM NM N,2453,0,0,5,int,NM
string,int Hex String,PARAMETER,C++,{'openFrameworks.srcml.xml_identifiers'},,int Hex String,NM NM N,2453,1,1,5,hex,NM
string,int Hex String,PARAMETER,C++,{'openFrameworks.srcml.xml_identifiers'},,int Hex String,NM NM N,2453,2,2,5,string,N
OutputStream,ios,PARAMETER,Java,{'jenkins.srcml.xml_identifiers'},,ios,N,2454,0,0,5,ios,N
bool,is Friend,PARAMETER,C++,{'kdevelop.srcml.xml_identifiers'},,is Friend,V N,2455,0,0,5,is,V
bool,is Friend,PARAMETER,C++,{'kdevelop.srcml.xml_identifiers'},,is Friend,V N,2455,1,2,5,friend,N
IsVariadic,is V,PARAMETER,C++,{'swift.srcml.xml_identifiers'},,is V,V NM,2456,0,0,5,is,V
IsVariadic,is V,PARAMETER,C++,{'swift.srcml.xml_identifiers'},,is V,V NM,2456,1,2,5,v,NM
bool,is Vaild,PARAMETER,C++,{'ogre.srcml.xml_identifiers'},,is Vaild,V NM,2457,0,0,5,is,V
bool,is Vaild,PARAMETER,C++,{'ogre.srcml.xml_identifiers'},,is Vaild,V NM,2457,1,2,5,vaild,NM
QString,key,PARAMETER,C++,{'kdevelop.srcml.xml_identifiers'},,key,N,2458,0,0,5,key,N
KeyFrame,key Frame 2,PARAMETER,C++,{'ogre.srcml.xml_identifiers'},,key Frame 2,NM N D,2459,0,0,5,key,NM
KeyFrame,key Frame 2,PARAMETER,C++,{'ogre.srcml.xml_identifiers'},,key Frame 2,NM N D,2459,1,1,5,frame,N
KeyFrame,key Frame 2,PARAMETER,C++,{'ogre.srcml.xml_identifiers'},,key Frame 2,NM N D,2459,2,2,5,2,D
ListBase,l b layer,PARAMETER,C,{'blender.srcml.xml_identifiers'},,l b layer,NM NM N,2460,0,0,5,l,NM
ListBase,l b layer,PARAMETER,C,{'blender.srcml.xml_identifiers'},,l b layer,NM NM N,2460,1,1,5,b,NM
ListBase,l b layer,PARAMETER,C,{'blender.srcml.xml_identifiers'},,l b layer,NM NM N,2460,2,2,5,layer,N
int,label Op,PARAMETER,Java,{'antlr4.srcml.xml_identifiers'},,label Op,NM N,2461,0,0,5,label,NM
int,label Op,PARAMETER,Java,{'antlr4.srcml.xml_identifiers'},,label Op,NM N,2461,1,2,5,op,N
LabelElementPair,label Pair,PARAMETER,Java,{'antlr4.srcml.xml_identifiers'},,label Pair,NM N,2462,0,0,5,label,NM
LabelElementPair,label Pair,PARAMETER,Java,{'antlr4.srcml.xml_identifiers'},,label Pair,NM N,2462,1,2,5,pair,N
int[],labels,PARAMETER,C++,{'opencv.srcml.xml_identifiers'},,labels,NPL,2463,0,0,5,labels,NPL
String,labels File,PARAMETER,Java,{'corenlp.srcml.xml_identifiers'},,labels File,NM N,2464,0,0,5,labels,NM
String,labels File,PARAMETER,Java,{'corenlp.srcml.xml_identifiers'},,labels File,NM N,2464,1,2,5,file,N
double[],learned Lop Expert Weights 2 D,PARAMETER,Java,{'corenlp.srcml.xml_identifiers'},,learned Lop Expert Weights 2 D,NM NM NM NPL D N,2465,0,0,5,learned,NM
double[],learned Lop Expert Weights 2 D,PARAMETER,Java,{'corenlp.srcml.xml_identifiers'},,learned Lop Expert Weights 2 D,NM NM NM NPL D N,2465,1,1,5,lop,NM
double[],learned Lop Expert Weights 2 D,PARAMETER,Java,{'corenlp.srcml.xml_identifiers'},,learned Lop Expert Weights 2 D,NM NM NM NPL D N,2465,2,1,5,expert,NM
double[],learned Lop Expert Weights 2 D,PARAMETER,Java,{'corenlp.srcml.xml_identifiers'},,learned Lop Expert Weights 2 D,NM NM NM NPL D N,2465,3,1,5,weights,NPL
double[],learned Lop Expert Weights 2 D,PARAMETER,Java,{'corenlp.srcml.xml_identifiers'},,learned Lop Expert Weights 2 D,NM NM NM NPL D N,2465,4,1,5,2,D
double[],learned Lop Expert Weights 2 D,PARAMETER,Java,{'corenlp.srcml.xml_identifiers'},,learned Lop Expert Weights 2 D,NM NM NM NPL D N,2465,5,2,5,d,N
int,led Color,PARAMETER,Java,{'Telegram.srcml.xml_identifiers'},,led Color,NM N,2466,0,0,5,led,NM
int,led Color,PARAMETER,Java,{'Telegram.srcml.xml_identifiers'},,led Color,NM N,2466,1,2,5,color,N
int,len r,PARAMETER,C++,{'bullet3.srcml.xml_identifiers'},,len r,NM N,2467,0,0,5,len,NM
int,len r,PARAMETER,C++,{'bullet3.srcml.xml_identifiers'},,len r,NM N,2467,1,2,5,r,N
vector3df,light Dim,PARAMETER,C++,{'irrlicht.srcml.xml_identifiers'},,light Dim,NM N,2468,0,0,5,light,NM
vector3df,light Dim,PARAMETER,C++,{'irrlicht.srcml.xml_identifiers'},,light Dim,NM N,2468,1,2,5,dim,N
int,line index mask len,PARAMETER,C,{'blender.srcml.xml_identifiers'},,line index mask len,NM NM NM N,2469,0,0,5,line,NM
int,line index mask len,PARAMETER,C,{'blender.srcml.xml_identifiers'},,line index mask len,NM NM NM N,2469,1,1,5,index,NM
int,line index mask len,PARAMETER,C,{'blender.srcml.xml_identifiers'},,line index mask len,NM NM NM N,2469,2,1,5,mask,NM
int,line index mask len,PARAMETER,C,{'blender.srcml.xml_identifiers'},,line index mask len,NM NM NM N,2469,3,2,5,len,N
ResultBucket,literal Bucket,PARAMETER,C++,{'swift.srcml.xml_identifiers'},,literal Bucket,NM N,2470,0,0,5,literal,NM
ResultBucket,literal Bucket,PARAMETER,C++,{'swift.srcml.xml_identifiers'},,literal Bucket,NM N,2470,1,2,5,bucket,N
bool,locking,PARAMETER,C++,{'grpc.srcml.xml_identifiers'},,locking,V,2471,0,0,5,locking,V
String,lp Binary Path Name,PARAMETER,Java,{'jenkins.srcml.xml_identifiers'},,lp Binary Path Name,PRE NM NM N,2472,0,0,5,lp,PRE
String,lp Binary Path Name,PARAMETER,Java,{'jenkins.srcml.xml_identifiers'},,lp Binary Path Name,PRE NM NM N,2472,1,1,5,binary,NM
String,lp Binary Path Name,PARAMETER,Java,{'jenkins.srcml.xml_identifiers'},,lp Binary Path Name,PRE NM NM N,2472,2,1,5,path,NM
String,lp Binary Path Name,PARAMETER,Java,{'jenkins.srcml.xml_identifiers'},,lp Binary Path Name,PRE NM NM N,2472,3,2,5,name,N
guchar,mapped color,PARAMETER,C,{'gimp.srcml.xml_identifiers'},,mapped color,NM N,2473,0,0,5,mapped,NM
guchar,mapped color,PARAMETER,C,{'gimp.srcml.xml_identifiers'},,mapped color,NM N,2473,1,2,5,color,N
int,max Intermediate Cas,PARAMETER,Java,{'okhttp.srcml.xml_identifiers'},,max Intermediate Cas,NM NM NPL,2474,0,0,5,max,NM
int,max Intermediate Cas,PARAMETER,Java,{'okhttp.srcml.xml_identifiers'},,max Intermediate Cas,NM NM NPL,2474,1,1,5,intermediate,NM
int,max Intermediate Cas,PARAMETER,Java,{'okhttp.srcml.xml_identifiers'},,max Intermediate Cas,NM NM NPL,2474,2,2,5,cas,NPL
int,max Requests Per Host,PARAMETER,Java,{'okhttp.srcml.xml_identifiers'},,max Requests Per Host,NM NPL P N,2475,0,0,5,max,NM
int,max Requests Per Host,PARAMETER,Java,{'okhttp.srcml.xml_identifiers'},,max Requests Per Host,NM NPL P N,2475,1,1,5,requests,NPL
int,max Requests Per Host,PARAMETER,Java,{'okhttp.srcml.xml_identifiers'},,max Requests Per Host,NM NPL P N,2475,2,1,5,per,P
int,max Requests Per Host,PARAMETER,Java,{'okhttp.srcml.xml_identifiers'},,max Requests Per Host,NM NPL P N,2475,3,2,5,host,N
double,max scale f,PARAMETER,C++,{'opencv.srcml.xml_identifiers'},,max scale f,NM NM N,2476,0,0,5,max,NM
double,max scale f,PARAMETER,C++,{'opencv.srcml.xml_identifiers'},,max scale f,NM NM N,2476,1,1,5,scale,NM
double,max scale f,PARAMETER,C++,{'opencv.srcml.xml_identifiers'},,max scale f,NM NM N,2476,2,2,5,f,N
int,media Chunk Index,PARAMETER,Java,{'Telegram.srcml.xml_identifiers'},,media Chunk Index,NM NM N,2477,0,0,5,media,NM
int,media Chunk Index,PARAMETER,Java,{'Telegram.srcml.xml_identifiers'},,media Chunk Index,NM NM N,2477,1,1,5,chunk,NM
int,media Chunk Index,PARAMETER,Java,{'Telegram.srcml.xml_identifiers'},,media Chunk Index,NM NM N,2477,2,2,5,index,N
String[],method Name Prefixes,PARAMETER,Java,{'junit4.srcml.xml_identifiers'},,method Name Prefixes,NM NM NPL,2478,0,0,5,method,NM
String[],method Name Prefixes,PARAMETER,Java,{'junit4.srcml.xml_identifiers'},,method Name Prefixes,NM NM NPL,2478,1,1,5,name,NM
String[],method Name Prefixes,PARAMETER,Java,{'junit4.srcml.xml_identifiers'},,method Name Prefixes,NM NM NPL,2478,2,2,5,prefixes,NPL
double,Min Error,PARAMETER,C++,{'opencv.srcml.xml_identifiers'},,Min Error,NM N,2479,0,0,5,min,NM
double,Min Error,PARAMETER,C++,{'opencv.srcml.xml_identifiers'},,Min Error,NM N,2479,1,2,5,error,N
int,min Fresh,PARAMETER,Java,{'okhttp.srcml.xml_identifiers'},,min Fresh,NM N,2480,0,0,5,min,NM
int,min Fresh,PARAMETER,Java,{'okhttp.srcml.xml_identifiers'},,min Fresh,NM N,2480,1,2,5,fresh,N
int,min Fresh Seconds,PARAMETER,Java,{'okhttp.srcml.xml_identifiers'},,min Fresh Seconds,NM NM NPL,2481,0,0,5,min,NM
int,min Fresh Seconds,PARAMETER,Java,{'okhttp.srcml.xml_identifiers'},,min Fresh Seconds,NM NM NPL,2481,1,1,5,fresh,NM
int,min Fresh Seconds,PARAMETER,Java,{'okhttp.srcml.xml_identifiers'},,min Fresh Seconds,NM NM NPL,2481,2,2,5,seconds,NPL
vector,mkt Factors,PARAMETER,C++,{'QuantLib.srcml.xml_identifiers'},,mkt Factors,NM NPL,2482,0,0,5,mkt,NM
vector,mkt Factors,PARAMETER,C++,{'QuantLib.srcml.xml_identifiers'},,mkt Factors,NM NPL,2482,1,2,5,factors,NPL
MockCreationSettings,mock Creation Settings,PARAMETER,Java,{'mockito.srcml.xml_identifiers'},,mock Creation Settings,NM NM NPL,2483,0,0,5,mock,NM
MockCreationSettings,mock Creation Settings,PARAMETER,Java,{'mockito.srcml.xml_identifiers'},,mock Creation Settings,NM NM NPL,2483,1,1,5,creation,NM
MockCreationSettings,mock Creation Settings,PARAMETER,Java,{'mockito.srcml.xml_identifiers'},,mock Creation Settings,NM NM NPL,2483,2,2,5,settings,NPL
gint32,n layers,PARAMETER,C,{'gimp.srcml.xml_identifiers'},,n layers,NM NPL,2484,0,0,5,n,NM
gint32,n layers,PARAMETER,C,{'gimp.srcml.xml_identifiers'},,n layers,NM NPL,2484,1,2,5,layers,NPL
float,n Shininess,PARAMETER,C++,{'openFrameworks.srcml.xml_identifiers'},,n Shininess,NM N,2485,0,0,5,n,NM
float,n Shininess,PARAMETER,C++,{'openFrameworks.srcml.xml_identifiers'},,n Shininess,NM N,2485,1,2,5,shininess,N
vector3d,n vector,PARAMETER,C,{'irrlicht.srcml.xml_identifiers'},,n vector,NM N,2486,0,0,5,n,NM
vector3d,n vector,PARAMETER,C,{'irrlicht.srcml.xml_identifiers'},,n vector,NM N,2486,1,2,5,vector,N
List,named Writeables,PARAMETER,Java,{'elasticsearch.srcml.xml_identifiers'},,named Writeables,NM NPL,2487,0,0,5,named,NM
List,named Writeables,PARAMETER,Java,{'elasticsearch.srcml.xml_identifiers'},,named Writeables,NM NPL,2487,1,2,5,writeables,NPL
MappedFieldType,new Field Type,PARAMETER,Java,{'elasticsearch.srcml.xml_identifiers'},,new Field Type,NM NM N,2488,0,0,5,new,NM
MappedFieldType,new Field Type,PARAMETER,Java,{'elasticsearch.srcml.xml_identifiers'},,new Field Type,NM NM N,2488,1,1,5,field,NM
MappedFieldType,new Field Type,PARAMETER,Java,{'elasticsearch.srcml.xml_identifiers'},,new Field Type,NM NM N,2488,2,2,5,type,N
List,new Files,PARAMETER,Java,{'corenlp.srcml.xml_identifiers'},,new Files,NM NPL,2489,0,0,5,new,NM
List,new Files,PARAMETER,Java,{'corenlp.srcml.xml_identifiers'},,new Files,NM NPL,2489,1,2,5,files,NPL
